"Dataset"	"Disease"	"Tissue"	"Sample"	"Replicate"	"ORF1p"	"ORF2p"	"ORF0"	"ORF1p_variants"	"ORF2p_variants"	"HERV_proteins"	"PTMs"	"Study"	"spectralSize"	"diseaseState"
"506"	"PXD003552"	"hcc or normal"	"liver"	4	1	0	0	3.81728778467909	"ORF1p_PA2_29_(3.817),ORF1p_HS_1_(3.817),ORF1p_HS_110_(3.817)"	"ORF2p_HOT_4_(3.817),ORF2p_HS_120_(3.817),ORF2p_HS_56_(3.817),ORF2p_HS_43_(3.817),ORF2p_PA2_12_(3.817),ORF2p_PA3_1_(3.817),ORF2p_HS_50_(3.817),ORF2p_HS_101_(3.817),ORF2p_HS_6_(3.817),ORF2p_HS_40_(3.817),ORF2p_HOT_6_(3.817),ORF2p_PA2_19_(3.817),ORF2p_PA2_13_(3.817),ORF2p_HS_103_(3.817)"	"c(C9J7D0_(3.817), Q9N2J8_(3.817), Q9XRX5_(3.817))"	NA	"hepatocellular	carcinoma"	13320.768	""
"507"	"PXD003552"	"hcc or normal"	"liver"	5	1	0	0	0	"ORF1p_PA2_4_(33.898)"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"508"	"PXD003552"	"hcc or normal"	"liver"	6	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"509"	"PXD003552"	"hcc or normal"	"liver"	7	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"510"	"PXD003552"	"hcc or normal"	"liver"	8	1	0	0	0	"ORF1p_HS_120_(8.772),ORF1p_PA2_5_(2.262)"	"ORF2p_HOT_4_(2.262),ORF2p_HS_101_(2.262),ORF2p_PA3_1_(2.262)"	"C9JL84_(2.262)"	NA	"hepatocellular	carcinoma"	13320.768	""
"511"	"PXD003552"	"hcc or normal"	"liver"	9	1	0	0	0	"0"	"ORF2p_HS_119_(11.679),ORF2p_PA2_31_(11.679),ORF2p_PA2_18_(2.752),ORF2p_HS_100_(2.752)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"512"	"PXD003552"	"hcc or normal"	"liver"	10	1	0	2.38253693597764	0	"ORF1p_PA3_1_(2.383),ORF1p_HS_26_(2.383),ORF1p_HS_93_(2.383),ORF1p_HS_34_(2.383)"	"ORF2p_HS_67_(16.15),ORF2p_HS_40_(4.389),ORF2p_PA2_20_(4.389),ORF2p_HS_43_(2.383),ORF2p_HS_33_(2.383),ORF2p_PA2_30_(2.383),ORF2p_PA2_12_(2.383),ORF2p_PA2_33_(2.383),ORF2p_HS_114_(2.383),ORF2p_HS_76_(2.383),ORF2p_HS_111_(2.383),ORF2p_HS_122_(2.383),ORF2p_PA2_34_(2.383),ORF2p_PA2_24_(2.383),ORF2p_HS_42_(2.383),ORF2p_HS_38_(2.383)"	"C9JL84_(6.252)"	NA	"hepatocellular	carcinoma"	13320.768	""
"513"	"PXD003552"	"hcc or normal"	"liver"	11	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"514"	"PXD003552"	"hcc or normal"	"liver"	12	1	0	1.5277405521308	0	"ORF1p_HS_37_(4.379),ORF1p_HS_39_(1.528),ORF1p_HS_53_(1.528),ORF1p_HS_1_(1.528),ORF1p_HS_68_(1.528),ORF1p_PA2_20_(1.528)"	"ORF2p_HS_39_(4.379),ORF2p_HS_54_(4.379),ORF2p_HOT_4_(1.528),ORF2p_PA2_27_(1.528),ORF2p_HS_102_(1.528),ORF2p_HS_50_(1.528),ORF2p_HS_101_(1.528),ORF2p_HS_58_(1.528),ORF2p_HS_18_(1.528),ORF2p_HS_122_(1.528),ORF2p_HS_67_(1.528),ORF2p_PA2_6_(1.528)"	"c(P63132_(4.379), P62684_(1.528), H7C523_(1.528), C9JL84_(1.528), Q9XRX5_(1.528))"	NA	"hepatocellular	carcinoma"	13320.768	""
"515"	"PXD003552"	"hcc or normal"	"liver"	13	1	0	1.63371773750687	0	"ORF1p_HS_37_(4.429),ORF1p_PA2_30_(1.634),ORF1p_HS_112_(1.634),ORF1p_PA2_17_(1.634)"	"ORF2p_HOT_4_(4.429),ORF2p_HS_120_(4.429),ORF2p_PA2_14_(4.429),ORF2p_PA2_8_(1.634),ORF2p_HS_7_(1.634),ORF2p_HS_30_(1.634),ORF2p_PA2_27_(1.634),ORF2p_PA2_5_(1.634),ORF2p_HS_21_(1.634),ORF2p_HS_15_(1.634),ORF2p_HS_115_(1.634),ORF2p_HOT_6_(1.634),ORF2p_PA2_21_(1.634),ORF2p_PA2_18_(1.634),ORF2p_PA2_19_(1.634),ORF2p_PA2_13_(1.634),ORF2p_PA2_20_(1.634),ORF2p_HS_103_(1.634),ORF2p_PA2_24_(1.634)"	"c(H7C523_(1.634), C9JL84_(1.634))"	NA	"hepatocellular	carcinoma"	13320.768	""
"516"	"PXD003552"	"hcc or normal"	"liver"	14	1	0	0	0	"ORF1p_PA2_27_(3.289),ORF1p_HS_58_(3.289),ORF1p_PA2_20_(3.289),ORF1p_HS_101_(3.289)"	"ORF2p_PA2_31_(6.268),ORF2p_PA2_35_(3.289),ORF2p_HS_47_(3.289),ORF2p_HS_16_(3.289),ORF2p_HS_101_(3.289),ORF2p_PA2_4_(3.289),ORF2p_HS_33_(3.289),ORF2p_PA2_30_(3.289),ORF2p_HS_72_(3.289),ORF2p_HS_53_(3.289),ORF2p_HS_86_(3.289),ORF2p_PA2_21_(3.289),ORF2p_PA2_34_(3.289),ORF2p_HS_42_(3.289),ORF2p_HS_38_(3.289),ORF2p_HS_78_(3.289),ORF2p_HS_108_(3.289)"	"C9JD07_(3.289)"	NA	"hepatocellular	carcinoma"	13320.768	""
"517"	"PXD003552"	"hcc or normal"	"liver"	15	1	0	0	0	"0"	"ORF2p_HOT_1_(16.06),ORF2p_HS_53_(0.575)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"518"	"PXD003552"	"hcc or normal"	"liver"	16	1	0	0	0	"0"	"ORF2p_HS_25_(17.231)"	"C9JL84_(1.938)"	NA	"hepatocellular	carcinoma"	13320.768	""
"519"	"PXD003552"	"hcc or normal"	"liver"	17	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"520"	"PXD003552"	"hcc or normal"	"liver"	18	1	0	0	0	"ORF1p_PA2_31_(4.265),ORF1p_PA2_23_(1.901)"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"521"	"PXD003552"	"hcc or normal"	"liver"	19	1	0	0	0	"0"	"ORF2p_HS_39_(51.429)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"522"	"PXD003552"	"hcc or normal"	"liver"	20	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"523"	"PXD003552"	"hcc or normal"	"liver"	21	1	0	0	0	"0"	"ORF2p_HS_3_(40.426)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"524"	"PXD003552"	"hcc or normal"	"liver"	22	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"525"	"PXD003552"	"hcc or normal"	"liver"	23	1	0	0	0	"0"	"ORF2p_PA2_17_(21.385),ORF2p_PA2_32_(5.44),ORF2p_HS_6_(1.271),ORF2p_HS_108_(1.271)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"526"	"PXD003552"	"hcc or normal"	"liver"	24	1	0	0	0	"0"	"ORF2p_PA2_13_(54.667)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"527"	"PXD003552"	"hcc or normal"	"liver"	25	1	0	0	0	"0"	"ORF2p_HS_119_(19.404)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"528"	"PXD003552"	"hcc or normal"	"liver"	26	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"529"	"PXD003552"	"hcc or normal"	"liver"	27	1	0	0	0	"0"	"ORF2p_HS_59_(66.667),ORF2p_HS_103_(44.231)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"530"	"PXD003552"	"hcc or normal"	"liver"	28	1	0	0	0	"0"	"ORF2p_HS_21_(32.692)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"531"	"PXD003552"	"hcc or normal"	"liver"	29	1	0	0	0	"0"	"ORF2p_PA2_17_(0.845)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"532"	"PXD003552"	"hcc or normal"	"liver"	30	1	0	0	0	"0"	"ORF2p_HS_114_(17.336),ORF2p_PA2_17_(17.336),ORF2p_HS_94_(17.336),ORF2p_HS_106_(17.336),ORF2p_PA2_20_(2.007),ORF2p_HS_34_(2.007)"	"C9JL84_(2.007)"	NA	"hepatocellular	carcinoma"	13320.768	""
"533"	"PXD003552"	"hcc or normal"	"liver"	31	1	0	0	0	"ORF1p_PA2_25_(23.077)"	"ORF2p_PA2_34_(41.379),ORF2p_PA3_1_(38.983),ORF2p_HS_116_(18.868),ORF2p_HS_116_(18.519)"	"C9JY47_(40)"	NA	"hepatocellular	carcinoma"	13320.768	""
"534"	"PXD003552"	"hcc or normal"	"liver"	32	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"535"	"PXD003552"	"hcc or normal"	"liver"	33	1	0	2.25897539330375	0	"ORF1p_HS_12_(19.679),ORF1p_PA2_4_(2.259),ORF1p_PA2_30_(2.259),ORF1p_HOT_4_(2.259),ORF1p_PA2_18_(2.259),ORF1p_HS_67_(2.259),ORF1p_PA2_11_(2.259)"	"ORF2p_HOT_4_(2.259),ORF2p_PA2_16_(2.259),ORF2p_HS_67_(2.259),ORF2p_PA2_22_(2.259),ORF2p_HS_36_(2.259),ORF2p_PA2_1_(2.259),ORF2p_HS_33_(2.259),ORF2p_HS_71_(2.259),ORF2p_PA2_23_(2.259),ORF2p_HS_93_(2.259),ORF2p_PA3_1_(2.259),ORF2p_PA2_7_(2.259),ORF2p_HS_101_(2.259),ORF2p_PA2_26_(2.259),ORF2p_HS_116_(2.259),ORF2p_HS_52_(2.259),ORF2p_PA2_13_(2.259),ORF2p_PA2_20_(2.259),ORF2p_HS_100_(2.259),ORF2p_HS_20_(2.259),ORF2p_PA2_11_(2.259),ORF2p_HS_103_(2.259)"	"C9JL84_(2.259)"	NA	"hepatocellular	carcinoma"	13320.768	""
"536"	"PXD003552"	"hcc or normal"	"liver"	34	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"537"	"PXD003552"	"hcc or normal"	"liver"	35	1	0	0	0	"0"	"0"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"538"	"PXD003552"	"hcc or normal"	"liver"	36	1	0	0	0	"0"	"ORF2p_PA2_26_(46.875)"	"0"	NA	"hepatocellular	carcinoma"	13320.768	""
"539"	"PXD003965"	"inflammation"	"NHDF"	1	1	0	0	0	"ORF1p_HS_94_(9.677)"	"ORF2p_HS_59_(20)"	"0"	NA	"healthy"	78.499	"healthy"
"540"	"PXD003965"	"inflammation"	"NHDF"	1	2	0	0	0	"ORF1p_HS_94_(9.677)"	"ORF2p_HS_59_(20)"	"0"	NA	"healthy"	78.499	"healthy"
"541"	"PXD003965"	"inflammation"	"NHDF"	2	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	78.499	"healthy"
"542"	"PXD003965"	"inflammation"	"NHDF"	2	2	0	0	0	"0"	"0"	"0"	NA	"healthy"	78.499	"healthy"
"543"	"PXD003965"	"inflammation"	"NHDF"	3	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	78.499	"healthy"
"544"	"PXD003965"	"inflammation"	"NHDF"	3	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	78.499	"healthy"
"545"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	1	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"546"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	2	1	4.06147091108672	0	0	"0"	"ORF2p_PA2_29_(4.061),ORF2p_HS_71_(4.061)"	"C9J7D0_(4.061)"	NA	"breast_cancer"	600.363	"disease"
"547"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	3	1	0	0	0	"0"	"ORF2p_PA2_13_(12.237),ORF2p_HS_83_(5.605)"	"0"	NA	"breast_cancer"	600.363	"disease"
"548"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	4	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"549"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	5	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"550"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	6	1	0	0	0	"ORF1p_PA2_18_(5.649),ORF1p_HOT_2_(5.649)"	"ORF2p_HS_121_(5.649)"	"P63132_(5.649)"	NA	"breast_cancer"	600.363	"disease"
"551"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	7	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"552"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	8	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"553"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	9	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"554"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	10	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"555"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	11	1	0	0	0	"0"	"ORF2p_HS_105_(11.504)"	"0"	NA	"breast_cancer"	600.363	"disease"
"556"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	12	1	58.0645161290322	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"557"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	13	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"558"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	14	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"559"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	15	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"560"	"PXD004051"	"breast cancer"	"breast cancer cell line (MCF7)"	16	1	0	4.43131462333826	0	"0"	"0"	"0"	NA	"breast_cancer"	600.363	"disease"
"561"	"PXD004280"	"healthy"	"jurkat cells"	1	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"562"	"PXD004280"	"healthy"	"jurkat cells"	2	1	0	0	0	"0"	"ORF2p_PA2_3_(16.302)"	"0"	NA	"healthy"	10739.707	"healthy"
"563"	"PXD004280"	"healthy"	"jurkat cells"	3	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"564"	"PXD004280"	"healthy"	"jurkat cells"	4	1	0	0	0	"0"	"ORF2p_PA2_14_(6.557)"	"0"	NA	"healthy"	10739.707	"healthy"
"565"	"PXD004280"	"healthy"	"jurkat cells"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"566"	"PXD004280"	"healthy"	"jurkat cells"	6	1	0	26.2845849802372	0	"ORF1p_HS_121_(10.172)"	"ORF2p_PA2_29_(8.326)"	"0"	NA	"healthy"	10739.707	"healthy"
"567"	"PXD004280"	"healthy"	"jurkat cells"	7	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"568"	"PXD004280"	"healthy"	"jurkat cells"	8	1	0	0	0	"0"	"ORF2p_HS_85_(96.491)"	"0"	NA	"healthy"	10739.707	"healthy"
"569"	"PXD004280"	"healthy"	"jurkat cells"	9	1	0	0	0	"ORF1p_HS_120_(12.141)"	"ORF2p_PA2_30_(16.3),ORF2p_PA2_21_(9.505)"	"C9JY47_(7.551)"	NA	"healthy"	10739.707	"healthy"
"570"	"PXD004280"	"healthy"	"jurkat cells"	10	1	0	0	0	"0"	"ORF2p_PA2_3_(21.268),ORF2p_HS_85_(5.513)"	"0"	NA	"healthy"	10739.707	"healthy"
"571"	"PXD004280"	"healthy"	"jurkat cells"	11	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"572"	"PXD004280"	"healthy"	"jurkat cells"	12	1	0	0	0	"0"	"ORF2p_HS_42_(25.96),ORF2p_PA2_21_(19.296),ORF2p_HS_25_(19.296)"	"Q9XRX5_(5.326)"	NA	"healthy"	10739.707	"healthy"
"573"	"PXD004280"	"healthy"	"jurkat cells"	13	1	0	0	0	"0"	"0"	"P63132_(5.511)"	NA	"healthy"	10739.707	"healthy"
"574"	"PXD004280"	"healthy"	"jurkat cells"	14	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"575"	"PXD004280"	"healthy"	"jurkat cells"	15	1	0	0	0	"0"	"ORF2p_HS_34_(13.546)"	"0"	NA	"healthy"	10739.707	"healthy"
"576"	"PXD004280"	"healthy"	"jurkat cells"	16	1	0	0	0	"0"	"0"	"Q9XRX5_(14.171)"	NA	"healthy"	10739.707	"healthy"
"577"	"PXD004280"	"healthy"	"jurkat cells"	17	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"578"	"PXD004280"	"healthy"	"jurkat cells"	18	1	0	0	0	"0"	"ORF2p_HS_85_(80.868),ORF2p_HS_20_(6.306)"	"P62684_(7.978)"	NA	"healthy"	10739.707	"healthy"
"579"	"PXD004280"	"healthy"	"jurkat cells"	19	1	0	0	0	"0"	"ORF2p_HS_85_(14.214),ORF2p_HS_12_(9.045)"	"0"	NA	"healthy"	10739.707	"healthy"
"580"	"PXD004280"	"healthy"	"jurkat cells"	20	1	0	0	0	"ORF1p_HS_34_(8.683)"	"ORF2p_HS_108_(10.078),ORF2p_PA3_1_(6.522)"	"Q9XRX5_(15.19)"	NA	"healthy"	10739.707	"healthy"
"581"	"PXD004280"	"healthy"	"jurkat cells"	21	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"582"	"PXD004280"	"healthy"	"jurkat cells"	22	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"583"	"PXD004280"	"healthy"	"jurkat cells"	23	1	0	0	0	"0"	"ORF2p_HS_34_(12.352)"	"0"	NA	"healthy"	10739.707	"healthy"
"584"	"PXD004280"	"healthy"	"jurkat cells"	24	1	0	0	0	"0"	"ORF2p_PA2_2_(36.752)"	"0"	NA	"healthy"	10739.707	"healthy"
"585"	"PXD004280"	"healthy"	"jurkat cells"	25	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"586"	"PXD004280"	"healthy"	"jurkat cells"	26	1	0	0	0	"0"	"ORF2p_PA2_3_(19.217)"	"0"	NA	"healthy"	10739.707	"healthy"
"587"	"PXD004280"	"healthy"	"jurkat cells"	27	1	0	0	0	"0"	"ORF2p_HS_83_(5.882)"	"0"	NA	"healthy"	10739.707	"healthy"
"588"	"PXD004280"	"healthy"	"jurkat cells"	28	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"589"	"PXD004280"	"healthy"	"jurkat cells"	29	1	0	0	0	"0"	"ORF2p_PA2_2_(40)"	"0"	NA	"healthy"	10739.707	"healthy"
"590"	"PXD004280"	"healthy"	"jurkat cells"	30	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"591"	"PXD004280"	"healthy"	"jurkat cells"	31	1	0	0	0	"0"	"ORF2p_PA2_1_(22.273),ORF2p_PA2_30_(22.273)"	"Q9N2K0_(38.51)"	NA	"healthy"	10739.707	"healthy"
"592"	"PXD004280"	"healthy"	"jurkat cells"	32	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"593"	"PXD004280"	"healthy"	"jurkat cells"	33	1	0	0	0	"0"	"ORF2p_HS_85_(10.162),ORF2p_PA2_23_(7.356)"	"0"	NA	"healthy"	10739.707	"healthy"
"594"	"PXD004280"	"healthy"	"jurkat cells"	34	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"595"	"PXD004280"	"healthy"	"jurkat cells"	35	1	0	0	0	"0"	"0"	"Q9XRX5_(3.333)"	NA	"healthy"	10739.707	"healthy"
"596"	"PXD004280"	"healthy"	"jurkat cells"	36	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"597"	"PXD004280"	"healthy"	"jurkat cells"	37	1	0	0	0	"0"	"ORF2p_PA2_3_(6.325),ORF2p_PA2_34_(3.235)"	"Q9XRX5_(2.229)"	NA	"healthy"	10739.707	"healthy"
"598"	"PXD004280"	"healthy"	"jurkat cells"	38	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"599"	"PXD004280"	"healthy"	"jurkat cells"	39	1	0	0	0	"0"	"ORF2p_PA2_15_(13.554)"	"0"	NA	"healthy"	10739.707	"healthy"
"600"	"PXD004280"	"healthy"	"jurkat cells"	40	1	0	0	0	"ORF1p_HS_110_(80.851)"	"ORF2p_HS_71_(6.512)"	"0"	NA	"healthy"	10739.707	"healthy"
"601"	"PXD004280"	"healthy"	"jurkat cells"	41	1	0	0	0	"0"	"0"	"C9JL84_(27.803)"	NA	"healthy"	10739.707	"healthy"
"602"	"PXD004280"	"healthy"	"jurkat cells"	42	1	0	0	0	"0"	"ORF2p_PA2_28_(46.842)"	"0"	NA	"healthy"	10739.707	"healthy"
"603"	"PXD004280"	"healthy"	"jurkat cells"	43	1	0	0	0	"ORF1p_HS_94_(15.152)"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"604"	"PXD004280"	"healthy"	"jurkat cells"	44	1	0	0	0	"ORF1p_HS_94_(15.021),ORF1p_PA2_32_(7.099)"	"ORF2p_HS_54_(41.3),ORF2p_HS_116_(12.853),ORF2p_HS_6_(12.299),ORF2p_PA2_25_(10),ORF2p_PA2_32_(10)"	"0"	NA	"control"	10739.707	"healthy"
"605"	"PXD004280"	"healthy"	"jurkat cells"	45	1	0	11.4790286975717	0	"ORF1p_HS_94_(20.721),ORF1p_HOT_3_(7.379),ORF1p_PA2_28_(3.39),ORF1p_HS_44_(3.39)"	"ORF2p_HS_116_(11.111)"	"C9JL84_(3.39)"	NA	"inactive"	10739.707	"healthy"
"606"	"PXD004280"	"healthy"	"jurkat cells"	46	1	0	0	0	"ORF1p_HS_94_(24.651),ORF1p_HS_1_(9.683),ORF1p_PA2_4_(9.683)"	"ORF2p_HS_116_(9.701),ORF2p_HS_42_(9.683),ORF2p_HS_108_(9.683),ORF2p_HS_54_(7.62)"	"0"	NA	"activated"	10739.707	"healthy"
"607"	"PXD004280"	"healthy"	"jurkat cells"	47	1	0	10.1537028411737	0	"ORF1p_HS_94_(10.154),ORF1p_HS_67_(5.786),ORF1p_PA2_28_(4.941)"	"ORF2p_HS_116_(10.154),ORF2p_PA3_1_(4.941),ORF2p_HS_54_(4.941),ORF2p_PA2_34_(4.941)"	"P61576_(4.941)"	NA	"control"	10739.707	"healthy"
"608"	"PXD004280"	"healthy"	"jurkat cells"	48	1	0	34.7826086956522	0	"ORF1p_PA3_1_(29.333),ORF1p_HS_94_(19.444)"	"0"	"0"	NA	"inactive"	10739.707	"healthy"
"609"	"PXD004280"	"healthy"	"jurkat cells"	49	1	0	18.0758017492711	0	"ORF1p_HS_105_(41.337),ORF1p_HS_94_(20.859)"	"ORF2p_HS_116_(21.362),ORF2p_HS_78_(9.935)"	"0"	NA	"activated"	10739.707	"healthy"
"610"	"PXD004280"	"healthy"	"jurkat cells"	50	1	0	39.1304347826087	0	"0"	"0"	"0"	NA	"control"	10739.707	"healthy"
"611"	"PXD004280"	"healthy"	"jurkat cells"	51	1	0	0	0	"0"	"0"	"0"	NA	"inactive"	10739.707	"healthy"
"612"	"PXD004280"	"healthy"	"jurkat cells"	52	1	0	68.8500727802038	0	"ORF1p_HS_94_(10.15),ORF1p_PA2_28_(7.498)"	"ORF2p_PA3_1_(10.15),ORF2p_HS_88_(10.15),ORF2p_HS_116_(10.15),ORF2p_PA2_2_(7.498),ORF2p_PA2_35_(5.318)"	"c(C9J7D0_(10.15), Q9N2J8_(5.318))"	NA	"activated"	10739.707	"healthy"
"613"	"PXD004280"	"healthy"	"jurkat cells"	53	1	0	0	0	"ORF1p_HS_94_(18.885)"	"ORF2p_PA2_26_(48.544),ORF2p_HS_116_(19.315)"	"0"	NA	"control"	10739.707	"healthy"
"614"	"PXD004280"	"healthy"	"jurkat cells"	54	1	0	0	0	"ORF1p_HS_94_(25.41),ORF1p_HOT_3_(4.85),ORF1p_PA2_28_(4.85),ORF1p_HS_72_(4.85)"	"ORF2p_HS_116_(8.663)"	"P61576_(4.85)"	NA	"inactive"	10739.707	"healthy"
"615"	"PXD004280"	"healthy"	"jurkat cells"	55	1	0	0	0	"ORF1p_HS_94_(8.889)"	"0"	"0"	NA	"activated"	10739.707	"healthy"
"616"	"PXD004280"	"healthy"	"jurkat cells"	56	1	0	0	0	"ORF1p_HS_94_(20)"	"ORF2p_HOT_1_(60.357),ORF2p_HOT_1_(29.526)"	"0"	NA	"control"	10739.707	"healthy"
"617"	"PXD004280"	"healthy"	"jurkat cells"	57	1	0	0	0	"ORF1p_HS_94_(42.494),ORF1p_PA2_32_(14.126),ORF1p_PA2_4_(2.687)"	"ORF2p_PA2_34_(14.759),ORF2p_HS_116_(13.301),ORF2p_HOT_4_(2.687)"	"0"	NA	"inactive"	10739.707	"healthy"
"618"	"PXD004280"	"healthy"	"jurkat cells"	58	1	0	40.7407407407407	0	"0"	"0"	"0"	NA	"activated"	10739.707	"healthy"
"619"	"PXD004280"	"healthy"	"jurkat cells"	59	1	0	0	0	"0"	"0"	"0"	NA	"control"	10739.707	"healthy"
"620"	"PXD004280"	"healthy"	"jurkat cells"	60	1	0	0	0	"0"	"ORF2p_HS_116_(34.862)"	"0"	NA	"inactive"	10739.707	"healthy"
"621"	"PXD004280"	"healthy"	"jurkat cells"	61	1	0	9.04	0	"ORF1p_HS_37_(9.04),ORF1p_HS_94_(7.191)"	"ORF2p_PA2_25_(9.04),ORF2p_HS_89_(7.191),ORF2p_PA2_3_(7.191),ORF2p_HS_78_(7.191)"	"0"	NA	"activated"	10739.707	"healthy"
"622"	"PXD004280"	"healthy"	"jurkat cells"	62	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	10739.707	"healthy"
"623"	"PXD004280"	"healthy"	"jurkat cells"	63	1	0	0	0	"ORF1p_HS_105_(20.056),ORF1p_PA2_18_(7.246),ORF1p_HS_94_(7.246)"	"ORF2p_PA2_26_(7.246),ORF2p_HS_116_(7.246),ORF2p_HS_102_(7.246),ORF2p_HS_6_(7.083),ORF2p_HS_94_(7.083),ORF2p_PA2_34_(7.083),ORF2p_PA2_11_(7.083),ORF2p_PA2_29_(7.083),ORF2p_HS_78_(7.083)"	"Q9N2J8_(7.083)"	NA	"healthy"	10739.707	"healthy"
"624"	"PXD004280"	"healthy"	"jurkat cells"	64	1	0	0	0	"ORF1p_HS_94_(14.622),ORF1p_PA2_20_(10.403)"	"ORF2p_HS_116_(14.622),ORF2p_PA2_14_(12.331),ORF2p_HS_101_(11.088),ORF2p_HS_6_(11.088),ORF2p_PA2_31_(10.403),ORF2p_PA2_2_(10.403)"	"0"	NA	"control"	10739.707	"healthy"
